Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5T8EDUDqKcs6OSOwEsfqG7,"Don't Stop Me Now - Remastered 2011","Jazz (2011 Remaster)","Queen",1978-11-10,209413,77,sokux9999,2022-09-07T19:33:55Z,"rock clásico,rock,glam rock","EMI",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4
0S6bnMvhuqWG3ZDJuc5rGF,"Runnin' Down A Dream","Greatest Hits","Tom Petty",2008-01-01,262026,0,sokux9999,2022-09-07T19:29:06Z,"rock clásico","Universal Music Ltd.",0.468,0.97,9,-4.855,1,0.0395,0.000142,0.59,0.677,0.702,169.911,4
22CIOfLZB9z8He7WgHYAgH,"Two Tickets to Paradise (2022 Remaster)","Eddie Money (2022 Remaster)","Eddie Money",1977-12-01,240419,55,sokux9999,2022-09-07T19:29:19Z,"rock clásico","Columbia",0.603,0.627,2,-16.011,1,0.0299,0.113,0.000103,0.159,0.701,129.617,4
6QG0wcgoCsa9pqFyTg0rRO,"Whip It","Oh No It's Devo / Freedom Of Choice","DEVO",1993-01-01,158106,46,sokux9999,2022-09-07T19:29:58Z,"new wave,post-punk,synthpop","Virgin Records",0.768,0.716,2,-12.922,1,0.0625,0.0658,0.00213,0.0379,0.961,157.935,4
4u7EnebtmKWzUH433cf5Qv,"Bohemian Rhapsody - Remastered 2011","A Night At The Opera (2011 Remaster)","Queen",1975-11-21,354320,75,sokux9999,2022-09-07T19:33:47Z,"rock clásico,rock,glam rock","EMI",0.411,0.404,0,-9.928,0,0.0511,0.271,0,0.3,0.226,71.068,4
4CJVkjo5WpmUAKp3R44LNb,"Sweet Home Alabama","Second Helping","Lynyrd Skynyrd",1974-04-15,281147,1,sokux9999,2022-09-07T19:30:14Z,"rock sureño,rock clásico,rock","Universal Music Group",0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,4
6K4t31amVTZDgR3sKmwUJJ,"The Less I Know The Better","Currents","Tame Impala",2015-07-17,216320,80,sokux9999,2022-09-07T19:31:08Z,"indie,pop psicodélico","Universal Music Australia Pty. Ltd.",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
5vdp5UmvTsnMEMESIF2Ym7,"Another One Bites The Dust - Remastered 2011","The Game (2011 Remaster)","Queen",1980-06-27,214653,76,sokux9999,2022-09-07T19:33:52Z,"rock clásico,rock,glam rock","EMI",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4
7qxDU2QyH24KHW0OSGotVw,"Short Change Hero","The House That Dirt Built","The Heavy",2009-10-05,322266,57,sokux9999,2022-09-07T19:31:59Z,"","Counter Records",0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,4
2AkmdLbVKS1steeZdy8H1l,"I Want To Break Free - Single Remix","The Works (Deluxe Edition 2011 Remaster)","Queen",1984-02-27,258013,68,sokux9999,2022-09-07T19:34:08Z,"rock clásico,rock,glam rock","EMI",0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.95,4
4KcH1ZRV2W1q7Flq0QqC76,"Blitzkrieg Bop - 2016 Remaster","Ramones (40th Anniversary Deluxe Edition; 2016 Remaster)","Ramones",1976-04-23,134466,66,sokux9999,2022-09-07T19:42:03Z,"punk,protopunk","Rhino/Warner Records",0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4
5SZ6zX4rOrEQferfFC2MfP,"Walk This Way","Toys In The Attic","Aerosmith",1975-04-08,220400,24,sokux9999,2022-09-07T19:36:52Z,"rock clásico,rock","Columbia",0.653,0.73,5,-10.613,1,0.043,0.0114,0.0000103,0.0754,0.894,108.705,4
40riOy7x9W7GXjyGp4pjAv,"Hotel California - 2013 Remaster","Hotel California (2013 Remaster)","Eagles",1976-12-08,391376,79,sokux9999,2022-09-07T19:37:07Z,"rock clásico,rock suave","Rhino/Elektra",0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
5NoQvINZLBV1wMYPdNmReL,"I Wanna Be Sedated","Road to Ruin (40th Anniversary Deluxe Edition)","Ramones",1978,149786,63,sokux9999,2022-09-07T19:42:06Z,"punk,protopunk","Rhino/Warner Records",0.56,0.965,11,-2.341,1,0.0409,0.121,0.00000623,0.169,0.964,162.825,4
2EqlS6tkEnglzr7tkKAAYD,"Come Together - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,259946,72,sokux9999,2022-09-07T19:47:54Z,"rock clásico,rock psicodélico","EMI Catalogue",0.53,0.376,9,-11.913,0,0.04,0.0304,0.247,0.0926,0.188,164.775,4
2SiXAy7TuUkycRVbbWDEpo,"You Shook Me All Night Long","Back In Black","AC/DC",1980-07-25,210173,77,sokux9999,2022-09-07T19:50:57Z,"rock,hard rock,rock clásico,rock and roll","Columbia",0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4
6KTv0Z8BmVqM7DPxbGzpVC,"Rock And Roll All Nite","Dressed To Kill","KISS",1975-03-19,168840,69,sokux9999,2022-09-07T19:46:59Z,"glam metal,glam rock,hard rock,rock,rock clásico","Casablanca Records",0.654,0.929,1,-5.906,1,0.0998,0.0474,0,0.0538,0.902,144.769,4
1BY1Vd2Bt6JPOhMvsIwtVv,"Dancing With Myself","Vital Idol","Billy Idol",1985,359733,62,sokux9999,2022-09-07T19:49:51Z,"","Unknown",0.51,0.696,4,-10.83,1,0.0802,0.0157,0.000104,0.297,0.905,176.568,4
57bgtoPSgt236HzfBOd8kj,"Thunderstruck","The Razors Edge","AC/DC",1990-09-24,292880,80,sokux9999,2022-09-07T19:54:59Z,"rock,hard rock,rock clásico,rock and roll","Columbia",0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4
3YBZIN3rekqsKxbJc9FZko,"Paradise City","Appetite For Destruction","Guns N' Roses",1987-07-21,405640,21,sokux9999,2022-09-07T19:50:00Z,"rock,glam metal,hard rock,rock clásico","Guns N Roses P&D",0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,4
71fSn6OIF7HnCbgCzOBqpj,"Runnin' Wild","Runnin' Wild (Special Edition)","Airbourne",2007,222240,62,sokux9999,2022-09-07T19:52:12Z,"hard rock","Nettwerk Music Group",0.47,0.947,10,-4.122,1,0.0929,0.000141,0.29,0.127,0.394,162.052,4
2zYzyRzz6pRmhPzyfMEC8s,"Highway to Hell","Highway to Hell","AC/DC",1979-07-27,208400,79,sokux9999,2022-09-07T19:54:57Z,"rock,hard rock,rock clásico,rock and roll","Columbia",0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4
5Z8EDau8uNcP1E8JvmfkZe,"School's Out","School's Out","Alice Cooper",1972,210106,61,sokux9999,2022-09-07T19:52:38Z,"glam rock,hard rock,glam metal,protopunk,rock clásico","Rhino/Warner Records",0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,4
3vkQ5DAB1qQMYO4Mr9zJN6,"Gimme! Gimme! Gimme! (A Man After Midnight)","Voulez-Vous","ABBA",1979,292613,76,sokux9999,2022-09-07T19:53:44Z,"","Polar Music International AB",0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4
2d4e45fmUnguxh6yqC7gNT,"Dirty Deeds Done Dirt Cheap","Dirty Deeds Done Dirt Cheap","AC/DC",1976-09-20,231933,68,sokux9999,2022-09-07T19:51:30Z,"rock,hard rock,rock clásico,rock and roll","Columbia",0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,4
6H3kDe7CGoWYBabAeVWGiD,"Gimme Shelter","Let It Bleed","The Rolling Stones",1969-12-05,270773,71,sokux9999,2022-09-07T19:56:21Z,"rock clásico,rock","ABKCO Music and Records, Inc.",0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,4
1OOtq8tRnDM8kG2gqUPjAj,"Beat It","Thriller 25 Super Deluxe Edition","Michael Jackson",2008-02-08,258040,70,sokux9999,2022-09-07T20:50:05Z,"","Epic/Legacy",0.776,0.867,3,-3.704,0,0.0479,0.0495,0.00000792,0.197,0.918,138.827,4
1Q5kgpp4pmyGqPwNBzkSrw,"Roadhouse Blues","Morrison Hotel","The Doors",1970-02-09,243826,67,sokux9999,2022-10-09T22:46:49Z,"rock psicodélico,rock clásico,rock ácido","Rhino/Elektra",0.623,0.633,9,-8.212,1,0.0304,0.336,0.000046,0.147,0.895,121.119,4
1hwJKpe0BPUsq6UUrwBWTw,"Boulevard of Broken Dreams","Boulevard of Broken Dreams","Green Day",2004,261266,68,sokux9999,2022-09-07T20:03:32Z,"punk,pop punk","Reprise",0.49,0.679,8,-3.68,1,0.0309,0.00394,0.0000154,0.0383,0.506,167.046,4
3wuCCNCnBhJlwkIJTBZFiv,"They Don't Care About Us","HIStory - PAST, PRESENT AND FUTURE - BOOK I","Michael Jackson",1995-06-16,284160,70,sokux9999,2022-09-07T20:50:11Z,"","Epic",0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,4
6ToM0uwxtPKo9CMpbPGYvM,"Break on Through (To the Other Side)","The Doors","The Doors",1967-01-04,145866,65,sokux9999,2022-10-09T22:46:41Z,"rock psicodélico,rock clásico,rock ácido","Rhino/Elektra",0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,4
2d6Rpz91tksIznqw75Fdpq,"Mil Horas - 1994 Remastered Version","Los Abuelos De La Nada 1","Los Abuelos De La Nada",1995-01-01,167213,0,sokux9999,2022-09-22T09:35:05Z,"rock argentino,rock latino,rock en español","Universal Music Argentina S.A.",0.687,0.384,7,-11.457,0,0.101,0.259,0,0.0825,0.659,99.854,4
4euAGZTszWPrriggYK0HG9,"Lay All Your Love On Me","Super Trouper","ABBA",1980,274466,73,sokux9999,2022-10-04T10:55:49Z,"","Polar Music International AB",0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481,4
1jzDzZWeSDBg5fhNc3tczV,"Paranoid","Paranoid (2009 Remastered Version)","Black Sabbath",1970-09-18,168440,21,sokux9999,2022-10-05T10:34:05Z,"metal,heavy metal,rock,stoner rock,hard rock,doom metal,rock clásico","Sanctuary Records",0.429,0.631,4,-11.514,0,0.0769,0.0000785,0.00411,0.175,0.376,162.734,4
1Jmqubf9kGkWeYQXQKImL5,"People Are Strange","Strange Days","The Doors",1967-09-25,130173,67,sokux9999,2022-10-09T22:46:35Z,"rock psicodélico,rock clásico,rock ácido","Rhino/Elektra",0.699,0.467,4,-8.578,0,0.0375,0.685,0,0.315,0.764,119.287,4
1hlveB9M6ijHZRbzZ2teyh,"We're Not Gonna Take It","Stay Hungry","Twisted Sister",1984-05-10,219666,50,sokux9999,2022-10-05T10:39:57Z,"glam metal,glam rock","Rhino Atlantic",0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,4
70LcF31zb1H0PyJoS1Sx1r,"Creep","Pablo Honey","Radiohead",1993-02-22,238640,83,sokux9999,2022-10-11T20:38:55Z,"art rock,rock alternativo","XL Recordings",0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4
5gRcv46AMTrosmTOqrOV3Q,"Dumb","In Utero","Nirvana",1993-09-21,151893,69,sokux9999,2022-10-11T21:29:14Z,"grunge,rock","Geffen",0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4
10nyNJ6zNy2YVYLrcwLccB,"No Surprises","OK Computer","Radiohead",1997-05-28,229120,78,sokux9999,2022-10-11T20:51:16Z,"art rock,rock alternativo","XL Recordings",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
5MxNLUsfh7uzROypsoO5qe,"Dream On","Aerosmith","Aerosmith",1973-01-05,266960,24,sokux9999,2022-10-11T21:32:07Z,"rock clásico,rock","Columbia",0.307,0.433,1,-10.057,1,0.029,0.388,0.0000908,0.332,0.224,160.9,4
57Xjny5yNzAcsxnusKmAfA,"Reptilia","Room On Fire","The Strokes",2003-10-28,219826,71,sokux9999,2022-10-11T21:41:54Z,"garage rock,indie rock,rock alternativo","RCA Records Label",0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,4
1i6N76fftMZhijOzFQ5ZtL,"Psycho Killer - 2005 Remaster","Talking Heads '77 (Deluxe Version)","Talking Heads",1977-09-16,261413,69,sokux9999,2022-10-11T22:00:21Z,"new wave,post-punk","Rhino/Warner Records",0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4
7wCmS9TTVUcIhRalDYFgPy,"Where Is My Mind? - 2007 Remaster","Surfer Rosa (2007 Remaster)","Pixies",1988-03-21,234973,72,sokux9999,2022-10-11T22:02:43Z,"rock alternativo","4AD",0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4
72Z17vmmeQKAg8bptWvpVG,"Space Oddity - 2015 Remaster","David Bowie (aka Space Oddity) [2015 Remaster]","David Bowie",1969-11-04,318026,67,sokux9999,2022-10-11T22:09:04Z,"glam rock,art rock","Parlophone UK",0.31,0.403,0,-13.664,1,0.0326,0.0726,0.0000927,0.139,0.466,134.48,4
6nswV1Lz3OZkaiCJfmVUOa,"The Unforgiven II","Reload","Metallica",1997-01-01,396440,63,sokux9999,2022-10-11T22:16:05Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.497,0.89,8,-4.559,0,0.0445,0.00055,0.00129,0.255,0.249,133.047,4
1G391cbiT3v3Cywg8T7DM1,"Scar Tissue","Californication (Deluxe Edition)","Red Hot Chili Peppers",1999-06-08,215906,77,sokux9999,2022-10-11T22:21:27Z,"funk rock,rock alternativo,rock","Warner Records",0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4
5UWwZ5lm5PKu6eKsHAGxOk,"Everlong","The Colour And The Shape","Foo Fighters",1997-05-20,250546,78,sokux9999,2022-10-11T22:23:08Z,"rock,post-grunge,rock alternativo,grunge,rock moderno","RCA Records Label",0.413,0.881,11,-5.541,0,0.0367,0.0000599,0.000308,0.0805,0.364,158.066,4
0pQskrTITgmCMyr85tb9qq,"Starman - 2012 Remaster","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)","David Bowie",1972-06-06,254293,72,sokux9999,2022-10-11T22:27:30Z,"glam rock,art rock","Parlophone UK",0.486,0.449,5,-10.298,1,0.0267,0.166,0.00000223,0.54,0.549,100.456,4
2N2yrmodOnVF10mKvItC9P,"Don't Cry (Original)","Use Your Illusion I","Guns N' Roses",1991-09-17,283733,73,sokux9999,2022-10-11T22:30:21Z,"rock,glam metal,hard rock,rock clásico","Guns N Roses P&D",0.455,0.589,11,-8.64,1,0.0328,0.00184,0.00358,0.104,0.254,124.634,4
0hCB0YR03f6AmQaHbwWDe8,"Whole Lotta Love - 1990 Remaster","Led Zeppelin II (1994 Remaster)","Led Zeppelin",1969-10-22,333893,71,sokux9999,2022-10-11T22:33:36Z,"rock clásico,rock,hard rock,rock and roll","Rhino Atlantic",0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4
70YvYr2hGlS01bKRIho1HM,"La Grange - 2005 Remaster","Tres Hombres (Expanded 2006 Remaster)","ZZ Top",1973-07-26,230480,16,sokux9999,2022-10-11T22:35:36Z,"rock sureño,rock clásico,blues rock,rock","Rhino/Warner Records",0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4
2MuWTIM3b0YEAskbeeFE1i,"Master Of Puppets","Master Of Puppets (Remastered)","Metallica",1986-03-03,515386,72,sokux9999,2022-10-11T22:36:08Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4
4CeeEOM32jQcH3eN9Q2dGj,"Smells Like Teen Spirit","Nevermind (Remastered)","Nirvana",1991-09-26,301920,78,sokux9999,2022-10-11T22:36:16Z,"grunge,rock","Geffen",0.502,0.912,1,-4.556,1,0.0564,0.0000255,0.000173,0.106,0.72,116.761,4
7Jh1bpe76CNTCgdgAdBw4Z,"Heroes - 2017 Remaster","Heroes (2017 Remaster)","David Bowie",1977,371413,69,sokux9999,2022-10-11T22:36:23Z,"glam rock,art rock","Parlophone UK",0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,4
59WN2psjkt1tyaxjspN8fp,"Killing In The Name","Rage Against The Machine - XX (20th Anniversary Special Edition)","Rage Against The Machine",1992,313573,76,sokux9999,2022-10-11T22:36:34Z,"rap metal,rap rock,metal alternativo,nu metal","Epic/Legacy",0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4
3d9DChrdc6BOeFsbrZ3Is0,"Under the Bridge","Blood Sugar Sex Magik (Deluxe Edition)","Red Hot Chili Peppers",1991-09-24,264306,78,sokux9999,2022-10-11T22:39:07Z,"funk rock,rock alternativo,rock","Warner Records",0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4
4gHnSNHs8RyVukKoWdS99f,"Something In The Way","Nevermind (Remastered)","Nirvana",1991-09-26,232146,67,sokux9999,2022-10-11T22:41:05Z,"grunge,rock","Geffen",0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
7x8dCjCr0x6x2lXKujYD34,"The Pretender","Echoes, Silence, Patience & Grace","Foo Fighters",2007-09-25,269373,73,sokux9999,2022-10-12T08:22:57Z,"rock,post-grunge,rock alternativo,grunge,rock moderno","RCA Records Label",0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,4
3OQtbwQ9U4A0VDH1rjamZJ,"Too Shy - 2004 Remaster","Too Shy: The Best Of Kajagoogoo & Limahl","Kajagoogoo",2009-09-07,225853,40,sokux9999,2022-10-12T17:51:04Z,"synthpop,new wave","Parlophone UK",0.691,0.79,10,-10.263,0,0.0633,0.0418,0.0000693,0.091,0.746,108.266,4
2LawezPeJhN4AWuSB0GtAU,"Have You Ever Seen The Rain","Pendulum (Expanded Edition)","Creedence Clearwater Revival",1970-12-07,160133,80,sokux9999,2022-10-12T17:54:29Z,"rock clásico,rock sureño,country rock","Craft Recordings",0.741,0.697,0,-7.028,1,0.0277,0.0664,0.0000228,0.133,0.774,116.109,4
0kHwTHf8ye0mSd66pwcrEN,"How You Like Me Now","The House That Dirt Built","The Heavy",2009-10-05,217493,57,sokux9999,2022-10-12T18:09:01Z,"","Counter Records",0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,4
0d28khcov6AiegSCpG5TuT,"Feel Good Inc.","Demon Days","Gorillaz",2005-05-23,222640,82,sokux9999,2022-10-12T18:09:26Z,"","Parlophone UK",0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
4o6BgsqLIBViaGVbx5rbRk,"You Make My Dreams (Come True)","Voices","Daryl Hall & John Oates",1980,190626,75,sokux9999,2022-10-12T18:09:49Z,"rock suave","RCA/BMG Heritage",0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4
