Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6k436htnE7M4QXXWOjhTYZ,"La Pared","La Pared","Cupido",2020-02-13,289762,39,sokux9999,2023-01-25T12:49:32Z,"","Universal Music Spain S.L.",0.635,0.373,11,-8.727,1,0.0312,0.111,0,0.287,0.251,119.841,4
7cmRd1iwDaANckyPHSOv5V,"Autoestima (Feat. Lola Indigo, Alizzz) - Remix","Autoestima (Feat. Lola Indigo, Alizzz) [Remix]","Cupido,Lola Indigo,Alizzz",2019-08-08,207804,40,sokux9999,2023-01-25T12:49:47Z,"","Universal Music Spain S.L.",0.786,0.773,1,-5.209,1,0.175,0.27,0,0.159,0.742,82.081,4
2NrddnbTmvlBiph7TT8RXs,"Amanecer","Tiene que haber algo más","Alizzz,Rigoberta Bandini",2021-11-26,171306,40,sokux9999,2023-01-25T12:54:52Z,"","WM Spain",0.656,0.772,10,-4.828,1,0.0322,0.212,0.00000558,0.251,0.77,120.015,4
1QwPlQPqx4CiYdGJSTi1EV,"Todo me sabe a poco","Tiene que haber algo más","Alizzz",2021-11-26,172634,37,sokux9999,2023-01-27T00:13:53Z,"","WM Spain",0.779,0.554,5,-6.141,1,0.0479,0.348,0.114,0.0965,0.397,110.037,4
5rvKsvYzdbxl0rdtgMP3qb,"Siempre igual","Tiene que haber algo más","Alizzz",2021-11-26,176089,26,sokux9999,2023-01-27T00:17:23Z,"","WM Spain",0.798,0.7,4,-3.53,0,0.0448,0.114,0.000215,0.132,0.814,119.978,4
2l9l2sUyStglyl5nsJ2lde,"Entre Tejados","Entre Tejados","Samuraï",2022-04-28,170639,41,sokux9999,2023-01-31T09:16:46Z,"","Universal Music Spain S.L.",0.756,0.509,0,-8.092,1,0.0388,0.433,0.0000511,0.0961,0.283,127.965,4
67zzFvbTgrYm4opVthHGGz,"Pierdo el sentido","BOICOT","Alizzz",2023-02-10,194502,26,sokux9999,2023-02-15T23:54:13Z,"","WM Spain",0.66,0.889,11,-4.235,0,0.0659,0.0414,0.0123,0.0994,0.9,149.94,4
6d75HkONd1lWqz7EqhTXwT,"Ojitos Lindos","Perreo Bonito","Carlos Sadness",2022-12-09,228116,39,sokux9999,2023-02-15T23:55:10Z,"indie latino","Sony Music Entertainment",0.582,0.584,4,-7.731,0,0.0581,0.201,0.0000602,0.171,0.323,164,4
69eDZ863gpz3W4XPhlxV0X,"Superficial","BOICOT","Alizzz",2023-02-10,196605,22,sokux9999,2023-02-16T00:00:55Z,"","WM Spain",0.731,0.629,7,-5.759,1,0.0524,0.41,0.0411,0.11,0.822,157.02,4
1rqKossxm5T792IfifsSHZ,"Todo está bien","BOICOT","Alizzz",2023-02-10,376123,15,sokux9999,2023-02-16T00:03:18Z,"","WM Spain",0.381,0.487,0,-3.954,1,0.0334,0.0275,0.00141,0.116,0.275,160.138,3
2ctGi5nIQWWxwNcY6yAbtq,"Los mejores","BOICOT","Alizzz",2023-02-10,257376,19,sokux9999,2023-02-16T00:11:15Z,"","WM Spain",0.578,0.566,0,-5.158,1,0.0618,0.358,0.25,0.1,0.801,119.996,5
7etLErRSTb2DoEwg34GOSs,"El Encuentro","Tiene que haber algo más","Alizzz,Amaia",2021-11-26,178392,48,sokux9999,2023-02-16T00:11:42Z,"","WM Spain",0.846,0.506,7,-7.315,0,0.0888,0.415,0.000137,0.171,0.583,130.022,4
6FPpGznrt1yeJdttPX32Kv,"como si nada","fuera de lugar","Kora",2022-03-11,231568,30,sokux9999,2023-02-16T00:33:06Z,"indie latino","Kora",0.692,0.587,6,-10.621,0,0.0292,0.376,0.687,0.112,0.181,92.474,4
0ywEg4HD0NOK51AsYtteaa,"lamento de una supernova","lamento de una supernova","Ralphie Choo",2020-12-18,147533,0,sokux9999,2023-02-16T00:37:23Z,"","Goblins",0.545,0.458,6,-10.032,0,0.0506,0.805,0.93,0.136,0.284,91.99,4
0iOsv4pxxVL5fW8JSSjcWe,"malas decisiones","malas decisiones","MENTIRA",2021-07-01,173379,10,sokux9999,2023-02-16T00:46:06Z,"","4 Entertainment & Arts",0.573,0.748,5,-6.661,1,0.033,0.0127,0.00000563,0.107,0.534,145.029,4
14ugPs15LuoPOItVNxIClX,"perdón x no contestar","perdón x no contestar","ANADIE",2022-07-08,217846,0,sokux9999,2023-02-16T00:48:58Z,"","ANADIE",0.796,0.754,2,-5.392,1,0.0555,0.432,0.00000115,0.0861,0.509,129.978,4
575TV9YEnYo7bVLa0sveRn,"Todo Lamento","Tiene Que Ser Para Mí","Natalia Lacunza",2022-06-09,155680,33,sokux9999,2023-02-21T11:29:11Z,"","Universal Music Spain S.L.",0.633,0.592,11,-8.381,1,0.0849,0.659,0.00000603,0.109,0.298,147.996,4
2ywURcm20LeyocKwrkUr0c,"Sin Freno","Sin Freno","Samuraï",2022-01-13,160130,33,sokux9999,2023-02-24T12:25:56Z,"","Universal Music Spain S.L.",0.763,0.686,9,-6.041,1,0.0526,0.0339,0.00000376,0.129,0.37,127.971,4
1vbNbnuw2iPm0hJ6PEpzla,"Cafeína","Cafeína","Samuraï",2021-01-29,173492,34,sokux9999,2023-02-24T12:28:05Z,"","samu records",0.779,0.861,2,-3.935,0,0.103,0.164,0,0.342,0.768,138.886,4
1ZH9wiMYy0OG6uclWuQz5l,"Cómo Me Voy A Olvidar","Lo Que No Te Cuentan","Samuraï",2022-06-02,141800,33,sokux9999,2023-02-24T12:33:37Z,"","Universal Music Spain S.L.",0.646,0.711,7,-6.854,1,0.0816,0.302,0.000375,0.0863,0.546,149.896,4
1K2eAfrIUp0uYeYKaycg3R,"super ultra mega dark times","super ultra mega dark times","Ghouljaboy",2021-06-18,217044,0,sokux9999,2023-02-24T16:27:21Z,"post-punk","BMG Rights Management and Administration (Spain) S.L.U",0.481,0.837,10,-4.963,0,0.0476,0.0013,0.0000822,0.149,0.648,140.067,4
285mJY862RScGSXLy8WuRQ,"chino cada martes","CHINO CADA MARTES","vangoura",2022-09-07,163125,0,sokux9999,2023-03-14T02:19:04Z,"indie latino","vangoura",0.627,0.811,8,-5.259,1,0.0344,0.0311,0.000793,0.142,0.953,151.992,4
5KgGV5yykkThL3rk5mQWfr,"No Fue","No Fue","Chita,CA7RIEL",2018-11-13,195844,0,sokux9999,2023-07-05T17:28:47Z,"","Chita",0.673,0.184,7,-14.801,1,0.248,0.493,0.000657,0.0851,0.352,76.837,4
52RuP0o4NpjAT8Vqrpi2aO,"Ramona","Los Tortolos","Fabiancito",2021-01-15,133853,29,sokux9999,2023-09-06T17:43:38Z,"indie latino","Lagartija Records",0.49,0.924,8,-4.37,1,0.141,0.173,0.0000251,0.112,0.38,79.484,4
2AeMKItKccbghNb24kruJB,"Disneyland Paris","Disneyland Paris","AMORE",2022-05-20,144624,27,sokux9999,2023-09-30T17:27:19Z,"","Mis Cosas",0.582,0.412,11,-8.779,0,0.0618,0.432,0,0.136,0.561,158.751,4
3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,84,sokux9999,2024-03-22T18:52:41Z,"pop psicodélico","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
3HlK8txWAdtKMrbsqX40pl,"Freaking Out the Neighborhood","2","Mac DeMarco",2012-10-16,173888,70,sokux9999,2024-05-26T16:09:45Z,"indie","Captured Tracks",0.565,0.832,8,-5.751,0,0.108,0.0638,0.0288,0.386,0.847,143.303,4
6K4t31amVTZDgR3sKmwUJJ,"The Less I Know The Better","Currents","Tame Impala",2015-07-17,216320,80,sokux9999,2024-05-30T15:37:15Z,"indie,pop psicodélico","Universal Music Australia Pty. Ltd.",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
5qJqzpNdEbt92roedFwoDR,"Left Hand Free","This Is All Yours","alt-J",2014-09-22,173630,66,sokux9999,2024-06-17T10:54:27Z,"indie,indie rock","Infectious Music",0.697,0.874,3,-4.473,1,0.0496,0.449,0.0144,0.0825,0.81,101.987,4
1ZLroqJA8qoS5QEeCo0fA7,"Breezeblocks","An Awesome Wave","alt-J",2012-05-28,227080,69,sokux9999,2024-06-17T10:54:33Z,"indie,indie rock","Infectious Music",0.611,0.645,5,-7.368,1,0.0378,0.118,0.00115,0.146,0.253,74.99,4
6gp2gzAjzNDmROnbn9P5x5,"Carretera Perdida","Conducción Temeraria","Alizzz",2024-05-03,237456,23,sokux9999,2024-06-17T11:04:54Z,"","WM Spain",0.486,0.829,4,-5.486,0,0.0595,0.0185,0.591,0.278,0.954,74.944,4
3jcPTa3GODIZvexbC1YiqQ,"Despertar","Conducción Temeraria","Alizzz,Maria Arnal",2024-05-03,234115,32,sokux9999,2024-06-17T11:27:21Z,"","WM Spain",0.774,0.489,10,-5.351,0,0.0377,0.0039,0.0812,0.288,0.833,106.011,4
3rhmJZDQAG47EcRjF7sYE9,"Mirando al techo","Conducción Temeraria","Alizzz",2024-05-17,214168,27,sokux9999,2024-06-17T11:33:50Z,"","WM Spain",0.587,0.765,6,-6.087,0,0.0488,0.00435,0.0222,0.184,0.947,162.996,4
5BiKPJiYsyBN5nc9nyGZpm,"Joderse La Vida","Joderse La Vida","Carolina Durante",2024-06-27,165838,35,sokux9999,2024-06-28T06:34:33Z,"","Universal Music Spain S.L.",0.47,0.921,6,-5.405,1,0.0464,0.00739,0,0.154,0.572,163.533,4
1wXeMZqegwYZ2zWtrwvXab,"Dolores","Dolores","rusowsky,Ralphie Choo",2020-07-10,218360,2,sokux9999,2024-07-05T11:48:02Z,"","rusowsky",0.757,0.466,11,-11.232,0,0.109,0.761,0.409,0.103,0.717,122.053,4
15zPjWfZ6eUFMaL4aD5Gp8,"Los Perros","COWBOYS DE LA A3","Arde Bogotá",2023-05-12,229876,56,sokux9999,2024-07-09T10:32:38Z,"indie","Sony Music Entertainment",0.66,0.792,11,-4.403,0,0.0366,0.00582,0.000817,0.0929,0.532,96.992,4
0mJ2qmDI2X4wrSIIBrvvpN,"Sin Vergüenza","Sin Vergüenza","Arde Bogotá,Dani Fernández",2022-07-07,216325,58,sokux9999,2024-07-15T13:06:09Z,"indie","Sony Music Entertainment",0.599,0.651,5,-4.619,0,0.0419,0.14,0.000134,0.119,0.628,122.039,4
45ucex4am8ru040h5mhxuo,"Abajo","LA NOCHE","Arde Bogotá",2021-05-07,168478,51,sokux9999,2024-07-20T20:06:37Z,"indie","Sony Music Entertainment",0.535,0.904,10,-4.563,0,0.047,0.000049,0.037,0.0998,0.737,146.039,4
2gNfxysfBRfl9Lvi9T3v6R,"Disciples","Currents","Tame Impala",2015-07-17,108546,62,sokux9999,2024-08-10T18:00:32Z,"indie,pop psicodélico","Universal Music Australia Pty. Ltd.",0.661,0.869,5,-5.477,1,0.0334,0.078,0.924,0.398,0.8,126.971,4
0vfd6WPa548c8FGiCTzh8z,"SIMELLAMA","SIMELLAMA / LAPLATA","Natalia Lacunza",2024-08-08,131714,28,sokux9999,2024-08-23T13:41:37Z,"","Universal Music Spain S.L.",0.713,0.684,8,-10.937,1,0.229,0.105,0.00019,0.121,0.291,132.028,4
1gVe7hDguYKZyeUjdyuOsK,"Echo de menos a los Arctic Monkeys","Echo de menos a los Arctic Monkeys","Tenda",2024-05-03,199448,29,sokux9999,2024-09-03T13:10:38Z,"","Acqustic",0.448,0.586,11,-6.062,1,0.0313,0.0697,0,0.231,0.375,187.967,4
3nktnXU3MIsO50g7pd1f2W,"VOYCONTODO","SUPERNOVA","Ralphie Choo",2023-09-15,137114,49,sokux9999,2024-10-11T09:46:07Z,"","Warner Records",0.709,0.344,2,-9.392,0,0.0385,0.466,0,0.109,0.395,119.916,4
6M6ucWnHHexdjFYx1whr2M,"Misil","Misil","Carolina Durante",2024-09-26,173991,28,sokux9999,2024-10-11T09:51:39Z,"","Universal Music Spain S.L.",0.425,0.972,4,-4.093,1,0.0896,0.0126,0.000188,0.148,0.558,171.768,4
7lyuYzBOtv2lhark08WlTw,"Long Time Ago","Long Time Ago","John Pollõn,Lander",2024-09-13,131739,36,sokux9999,2024-10-11T09:59:04Z,"","John Pollon",0.79,0.74,9,-5.702,0,0.0596,0.431,0.0217,0.337,0.904,92.017,4
6FQ4GVuaq7hTsFcSh7mqMZ,"DEMONIO","GRANDE","Maria Blaya",2023-11-23,148790,14,sokux9999,2024-10-11T09:59:18Z,"","Sonido Muchacho",0.678,0.794,1,-6.178,0,0.0339,0.35,0.278,0.113,0.454,124.061,4
7yG955s3KEoDrJkx5qa3WY,"Uno De Eses Gatos","PO2054AZ (Vol.I)","Sen Senra,Sky Rompiendo",2023-06-22,165350,49,sokux9999,2024-10-11T10:05:01Z,"reggaetón","Universal Music Spain S.L.",0.782,0.655,6,-9.629,0,0.0635,0.0817,0.011,0.0842,0.677,139.966,4
3zwcndaTJ3WOUcQKHH4Nkj,"LOTO","LOTO","rusowsky",2023-09-01,166493,44,sokux9999,2024-10-11T10:17:58Z,"","Rusowsky",0.661,0.519,6,-9.41,1,0.0274,0.694,0.0000377,0.116,0.647,129.911,3
5WW6WJUxZsfHF7Na5wwE02,"La Tortura - Spotify Singles","Spotify Singles","Judeline",2023-08-25,151214,54,sokux9999,2024-10-11T10:29:44Z,"","Interscope Records",0.536,0.472,9,-9.345,0,0.16,0.863,0.00487,0.143,0.555,95.602,4
