Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
58J23cD4zeeidroDepVhX7,"Ayer y Hoy","15 Éxitos de Siempre Vol. 5","Julio Jaramillo",2008-09-30,141800,56,sokux9999,2023-06-26T12:22:16Z,"bolero,ranchera","Modiner",0.643,0.368,4,-9.826,1,0.146,0.906,0.0364,0.116,0.693,160.994,4
0WajUW5XINeraP2w0F3F8E,"Don","El Templo del Pop","Miranda!",2008-04-01,183973,67,sokux9999,2023-06-26T12:22:29Z,"pop latino","Pelo Music S.A.",0.824,0.738,6,-5.431,1,0.0867,0.0215,0,0.0495,0.961,119.973,4
4vhU2Qz2DLYmOMCd5UqKph,"Rondando Tu Esquina","El Ruiseñor de America","Julio Jaramillo",1989-02-08,158376,50,sokux9999,2023-06-26T12:22:36Z,"bolero,ranchera","Tropi Records",0.877,0.295,3,-18.302,0,0.0493,0.873,0,0.283,0.787,109.379,4
2niUiaoJDCzNldW0pV66zb,"Nunca Es Suficiente","Hasta la Raíz (Edición Especial)","Natalia Lafourcade",2015-11-13,237106,66,sokux9999,2023-06-26T12:23:45Z,"folk latino,bolero,indie latino,música alternativa latina","RCA Records Label",0.699,0.61,2,-9.308,0,0.0541,0.511,0.00000231,0.127,0.846,178.112,4
6b37xrsNCWYIUphFBazqD6,"Me Gustas Tu","Próxima Estación: Esperanza","Manu Chao",2001-06-01,239986,75,sokux9999,2023-06-26T12:24:09Z,"música alternativa latina","Radio Bemba",0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,4
11rsK9GDZ9UdWsxtDqnMmN,"¿Porqué te vas?","Porque Te Vas","Jeanette",2011-03-11,201160,66,sokux9999,2023-06-26T12:24:12Z,"","Parlophone Spain",0.612,0.458,0,-11.086,0,0.069,0.427,0.00000841,0.103,0.961,172.516,4
51R2M1JgyFfRS3e6v5wCt3,"Clandestino","Clandestino","Manu Chao",1998-10-06,149173,60,sokux9999,2023-06-26T12:25:09Z,"música alternativa latina","Radio Bemba",0.68,0.594,6,-6.417,0,0.0688,0.469,0,0.431,0.774,85.04,4
3k2qOgZygd9YxrYGqkK6Dj,"Por Las Buenas","Por Las Buenas","Billo's Caracas Boys",2007-08-31,155538,48,sokux9999,2023-06-26T12:25:34Z,"merengue","Musart-Balboa",0.574,0.562,9,-6.65,0,0.0688,0.162,0.0000998,0.106,0.853,201.353,4
5Hc7O2dX51NI4YcHPuoOpw,"Desaparecido","Clandestino","Manu Chao",1998-10-06,227160,57,sokux9999,2023-06-26T12:28:06Z,"música alternativa latina","Radio Bemba",0.591,0.627,9,-6.903,0,0.0935,0.669,0,0.127,0.741,191.944,4
3lGMtkONrZdJ8kTCg6KIFf,"Hasta la Raíz","Hasta la Raíz (Edición Especial)","Natalia Lafourcade",2015-11-13,221800,72,sokux9999,2023-06-26T12:31:26Z,"folk latino,bolero,indie latino,música alternativa latina","RCA Records Label",0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,3
0Y5aFVwBrhIxljBtRXgCBN,"No Hay Nadie Como Tú (feat. Café Tacuba)","Los De Atrás Vienen Conmigo","Calle 13,Café Tacvba",2008-07-21,293320,52,sokux9999,2023-06-26T12:30:27Z,"hip hop latino,música alternativa latina,reggaetón,rock en español,rock mexicano,rock latino,ska","Sony Music Latin",0.573,0.856,0,-5.754,1,0.199,0.0629,0,0.108,0.687,199.952,4
5wWxUdgn2OugIOvLJOdreH,"Lo Que Construimos","Hasta la Raíz (Edición Especial)","Natalia Lafourcade",2015-11-13,279213,64,sokux9999,2023-06-26T12:31:30Z,"folk latino,bolero,indie latino,música alternativa latina","RCA Records Label",0.667,0.287,0,-9.718,1,0.0334,0.769,0.00000361,0.106,0.545,127.981,4
1vJ8M7MoyGUtKNDACHQzA7,"No Me Toquen Ese Vals","El Ruiseñor de America","Julio Jaramillo",1989-02-08,152352,51,sokux9999,2023-06-26T12:32:14Z,"bolero,ranchera","Tropi Records",0.708,0.407,0,-7.86,1,0.0424,0.709,0,0.0938,0.53,146.999,3
6kYrJTVOGyQGJM7u8xkikc,"Rebelión","35 Años de Exitos","El Sonero de América",1990-01-01,376706,0,sokux9999,2023-06-26T12:33:09Z,"","1990 Exclusive License To Onda Universal, LLC.",0.629,0.43,10,-13.512,0,0.124,0.0838,0.000242,0.28,0.769,106.666,4
3o93C2eFd17oYu7Y2Pa401,"Piel Canela","Todo Panchos 2 (Si Tu Me Dices Ven (Lodo))","Los Panchos",1992-11-24,159533,10,sokux9999,2023-06-26T12:33:27Z,"bolero","Epic",0.64,0.353,3,-11.292,1,0.0405,0.931,0.000101,0.171,0.648,110.22,4
0D337qdSUzMPXmrW20Mn5L,"Reminiscencias","El Ruiseñor de America","Julio Jaramillo",1989-02-08,134880,53,sokux9999,2023-06-26T12:34:19Z,"bolero,ranchera","Tropi Records",0.757,0.418,7,-8.278,0,0.0492,0.59,0.0000046,0.198,0.729,79.338,3
3ODBAK028eyO1KFK9tt9G4,"El Rey y Yo","Y Volvere","Los Angeles Negros",1970-09-05,137586,38,sokux9999,2023-06-26T12:38:52Z,"bolero,grupera","Alegria Music Latino",0.723,0.677,7,-7.219,1,0.069,0.63,0,0.329,0.909,86.851,4
41JBXtssxYuLMyiBwwlnY6,"El Muchacho de los Ojos Tristes","Originales - 20 Exitos","Jeanette",1981,207146,58,sokux9999,2023-06-26T12:40:19Z,"","Sony Special Products",0.689,0.408,9,-11.779,1,0.0304,0.47,0.00000306,0.253,0.866,112.911,4
1QQetZqpR3B2RVgXVYRw7b,"La Pelea Con el Diablo","La Pelea Con el Diablo","Octavio Mesa Y Su Conjunto",1973-08-03,204986,35,sokux9999,2023-06-26T12:42:48Z,"","2022 Discos Fuentes",0.728,0.771,1,-8.055,0,0.0406,0.415,0,0.056,0.977,154.733,4
6g2BiiVQqY5v1S4HIrM54F,"Tuyo (Narcos Theme) [Extended Version] - A Netflix Original Series Soundtrack","Tuyo (Narcos Theme) [Extended Version] [A Netflix Original Series Soundtrack]","Rodrigo Amarante",2018-11-16,151565,63,sokux9999,2023-06-26T12:42:53Z,"","Gaumont Télévision",0.765,0.497,1,-7.806,0,0.0402,0.492,0.366,0.143,0.457,112.195,4
7Kmfjms3yyhg2y56mN7EfZ,"El Día De Mi Suerte","Lo Mato","Willie Colón,Héctor Lavoe",1973-12-31,328786,64,sokux9999,2023-06-26T12:43:52Z,"salsa,salsa romántica,merengue,son cubano","Fania",0.56,0.855,0,-5.232,0,0.0529,0.605,0,0.0532,0.96,97.097,4
5L5Ox4ze5TZaQNw5CvD6CL,"El Sonidito","El Sonidito","Hechizeros Band",2008-01-01,199893,42,sokux9999,2023-06-27T06:11:09Z,"cumbia,música mexicana,duranguense","Fonovisa",0.81,0.96,5,-4.97,1,0.0587,0.0686,0.235,0.0724,0.892,77.006,4
1zbFphPJy50PP88eIpMvMc,"Con Verraquera","Los Relajos del Arriero","Octavio Mesa",2017-07-15,128560,32,sokux9999,2023-06-27T06:13:29Z,"","Colmusica s.a.s.",0.798,0.655,10,-6.324,0,0.0582,0.61,0.00000245,0.237,0.976,85.822,4
3HjPZTAWOTNDh1j1TDXwB0,"Odiame","Tríos (Vol. 1)","Los Tres Reyes",2018,193360,42,sokux9999,2023-06-27T06:15:24Z,"bolero","Krapes",0.643,0.28,4,-10.854,0,0.118,0.456,0.000512,0.132,0.723,153.87,3
4J1vAbtAhMdsdpO1sKU3EO,"Pa’ la Selección","Pa’ la Selección","La T y La M",2022-11-21,186735,2,sokux9999,2023-08-19T10:11:31Z,"cumbia,cuarteto,rkt,turreo","FaroLatino Music",0.605,0.572,11,-6.06,0,0.0435,0.144,0,0.721,0.834,84.827,4
15rItEDtByw9rSzbG2umJ0,"Alma de Guitarra","Alma de Guitarra","Banderas",2004,125493,12,sokux9999,2024-03-17T21:03:12Z,"","Banderas",0.59,0.666,9,-9.432,0,0.0943,0.585,0,0.304,0.783,126.762,4
6W1BLmVBxkqZwFQcORQLnv,"Tren Al Sur","Corazones","Los Prisioneros",1990-09-08,336933,65,sokux9999,2024-03-17T21:26:18Z,"rock latino,rock en español","EMI CHILE",0.675,0.67,9,-7.218,0,0.0514,0.00565,0.00673,0.0805,0.726,90.23,4
2lGUbTTWMw0trOSo62SRco,"El Títere","Vibes Galore","Louie Ramirez",1966-01-01,163080,40,sokux9999,2024-04-06T11:22:59Z,"salsa,jazz latino,salsa romántica,chachachá,mambo","Fania",0.627,0.684,8,-9.602,1,0.0481,0.794,0.00184,0.0554,0.856,106.52,4
2n1MTLCis6qPSDKdr5XSDI,"Oh Qué Será?","Greatest Hits","Willie Colón",2008-02-26,304200,67,sokux9999,2024-04-28T08:40:20Z,"salsa,salsa romántica,merengue,son cubano","Fania",0.445,0.791,9,-5.017,0,0.132,0.69,0.00000135,0.0718,0.459,87.058,4
6Pur3hWy6Nzc27ilmsp5HA,"Lamento Boliviano","Big Bang","Los Enanitos Verdes",1994-01-01,222226,74,sokux9999,2024-04-30T04:53:20Z,"rock en español,rock latino,rock argentino,rock mexicano,música alternativa latina","EMI Latin",0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,4
4SQQXTfDQQzqMYt9Ems7A1,"Tú Con Él","El Papá De La Salsa","Frankie Ruiz",2008-09-09,301413,58,sokux9999,2024-05-10T20:16:06Z,"salsa,salsa romántica,merengue","UMLE - Latino",0.826,0.788,7,-5.695,1,0.0509,0.175,0.000433,0.228,0.96,95.407,4
2naqSVQHgiaoEpxtkVOhmK,"Llorarás","Una Dimensión De Éxitos","Dimension Latina,Oscar D'León",1996-01-17,228554,63,sokux9999,2024-06-17T12:02:14Z,"salsa,salsa romántica,merengue","Musart-Balboa",0.704,0.884,8,-6.275,1,0.0527,0.549,0.000364,0.0492,0.964,93.058,4
2jBe0JwHUxPi02bvSigPdg,"Lluvia con Nieve","Que Gente Averiguá","Mon Rivera",1961-01-01,177680,50,sokux9999,2024-06-17T12:06:07Z,"salsa,son cubano,jazz latino","Fania",0.744,0.714,5,-6.338,1,0.0553,0.154,0.35,0.0709,0.554,101.867,4
2BEAGKMLWkDmhAUECvoq5C,"Ana Mile","Triunfo","Grupo Niche",1985-06-16,354706,47,sokux9999,2024-06-22T18:18:55Z,"salsa,salsa romántica,merengue","Codiscos",0.746,0.765,0,-4.153,0,0.0356,0.761,0.0232,0.309,0.876,89.864,4
1Fp4njyRHJYyMTKP899c0q,"El Preso","Fruko el Grande","Fruko Y Sus Tesos,Wilson Saoko Manyoma",1975-04-25,294000,52,sokux9999,2024-06-22T18:43:58Z,"salsa,merengue,salsa romántica","2018 Discos Fuentes",0.622,0.78,5,-4.687,0,0.038,0.159,0.00431,0.134,0.818,106.16,4
3WXfQDsASfXrSojk9WB3aR,"En Barranquilla Me Quedo","32 Cañonazos","Joe Arroyo,La Verdad",2015-07-01,312480,57,sokux9999,2024-06-22T18:46:02Z,"salsa,merengue,salsa romántica","2015 Discos Fuentes",0.642,0.7,1,-9.213,1,0.0552,0.172,0.000232,0.0895,0.784,103.899,4
7aKs8kWKKau0SDgaeyZMAX,"Pedro Navaja","Siembra","Willie Colón,Rubén Blades",1978-01-01,445080,64,sokux9999,2024-06-22T18:55:31Z,"salsa,salsa romántica,merengue,son cubano,jazz latino","Fania",0.595,0.574,2,-7.411,1,0.11,0.789,0.0000953,0.209,0.825,94.904,4
1BwrMGGhPA6GarWIYaFrW8,"La Vida Es Un Carnaval","Para La Eternidad","Celia Cruz",2016-05-27,278866,60,sokux9999,2024-06-24T09:29:40Z,"salsa,son cubano,bolero,chachachá,merengue,mambo,latina,latin dance","UMLE - Machete",0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,4
4C94C44OC2CI2acYitbGGE,"Oye Cómo Va","Fania Records: The 60's, Vol. Three","Celia Cruz,Tito Puente",2014-03-25,272251,34,sokux9999,2024-06-24T09:39:35Z,"salsa,son cubano,bolero,chachachá,merengue,mambo,latina,latin dance,jazz latino","Fania",0.69,0.733,7,-7.008,1,0.034,0.75,0.0349,0.0537,0.963,124.05,4
3Cjb8j5JpoPevRv6BsxRsm,"Que Locura Enamorarme De Ti","Lluvia (Baile Total)","Eddie Santiago",2017-11-24,310226,51,sokux9999,2024-08-16T12:09:07Z,"salsa,salsa romántica,merengue","UMLE - Machete",0.773,0.816,1,-6.368,1,0.0408,0.694,0,0.0724,0.957,93.579,4
5O2Id1rWAmR9ff9kGUfikf,"La Murga","Asalto Navideño","Willie Colón,Héctor Lavoe,Yomo Toro",1970-01-01,334080,59,sokux9999,2024-08-16T12:21:54Z,"salsa,salsa romántica,merengue,son cubano","Fania",0.604,0.749,2,-7.591,1,0.0381,0.65,0.0277,0.0564,0.889,89.013,4
3bxZhauuIU4ubctdRZwPYW,"Chan Chan","Buena Vista Social Club","Buena Vista Social Club",1997-06-23,258693,65,sokux9999,2024-10-27T12:09:38Z,"son cubano,jazz latino,latina,bolero","World Circuit",0.529,0.421,2,-14.15,0,0.0341,0.847,0.00699,0.118,0.694,82.923,4
3iB8eciGU9vZkaDYkz7Ir9,"Bamboléo","Gipsy Kings","Gipsy Kings",1987-08-24,203333,64,sokux9999,2024-12-23T12:36:45Z,"flamenco","Sony Music Entertainment",0.671,0.817,6,-12.107,0,0.0569,0.415,0.000235,0.0715,0.938,119.549,4
